,ybeF,0.0
3587,bcsA,0.0
3588,ypbS,1.14
3589,yonC,0.0
3590,yonE,0.0
3591,yonG,0.0
3592,yonI,0.0
3593,yonN,0.0
3594,yonP,0.0
3595,yqiD,0.7753
3596,yqxC,0.882
3597,recN,0.7774
3598,spo0A,1.12
3599,yqiH,0.8661
3600,yqiK,0.776
3601,ribG,2.92
3602,ribA,2.82
3603,ribT,1.84
3604,ypuG,0.9063
3605,ypuI,0.9028
3606,spmA,1.17
3607,mmgB,0.0
3608,mmgD,0.8242
3609,yqiQ,0.9453
3610,yqiR,0.9726
3611,yqiT,0.4835
3612,yqiV,0.5159
3613,ypuL,1.03
3614,resB,0.9656
3615,resD,0.71
3616,sigX,1.69
3617,aroC,1.04
3618,ypzE,1.48
3619,yqiE,0.9495
3620,ahrC,0.8456
3621,spoIVB,0.7355
3622,yqiG,1.08
3623,yqiI,0.8353
3624,ribB,3.24
3625,ribH,2.56
3626,ypuF,0.0
3627,ypuH,0.9413
3628,dacB,0.0
3629,spmB,0.0
3630,mmgC,0.0
3631,mmgE,1.07
3632,yqzF,1.36
3633,yqiS,0.4934
3634,yqiU,0.5742
3635,bfmBAA,0.6793
3636,resA,1.16
3637,resC,0.8545
3638,resE,0.7914
3639,ypuN,1.76
3640,serA,1.27
3641,ypaA,3.51
3642,yqaG,0.8693
3643,yqaI,0.0
3644,yqaK,0.0
3645,yqaM,0.0
3646,yqaO,0.0
3647,yqaQ,1.15
3648,dgkA,0.8776
3649,bex,0.8214
3650,glyQ,0.8996
3651,yqzB,1.03
3652,yqxD,1.1
3653,sigA,1.02
3654,yqaS,0.0
3655,yqbA,0.0
3656,yqbC,1.07
3657,yqbE,0.7396
3658,yqbG,0.0
3659,yqbI,0.0
3660,yqfN,0.8763
3661,yqfP,1.04
3662,yqfR,0.924
3663,yqfT,0.9499
3664,yqfV,1.05
3665,yqfX,0.0
3666,yqaH,1.15
3667,yqaJ,1.06
3668,yqaL,0.0
3669,yqaN,0.0
3670,yqaP,1.21
3671,yqaR,1.09
3672,cdd,0.8783
3673,yqxN,1.05
3674,glyS,1.08
3675,yqfL,1.12
3676,dnaG,1.29
3677,cccA,0.9079
3678,yqaT,0.0
3679,yqbB,0.0
3680,yqbD,0.0
3681,yqbF,0.0
3682,yqbH,0.0
3683,yqbJ,0.0
3684,yqfO,1.04
3685,yqfQ,0.0
3686,yqfS,1.05
3687,yqfU,0.8589
3688,yqfW,0.8615
3689,yqfZ,0.0
3690,ysnD,0.822
3691,ilvN,1.03
3692,leuA,1.14
3693,leuC,1.23
3694,ysoA,1.0
3695,clpX,1.22
3696,yrrM,0.898
3697,yrrO,0.8666
3698,greA,0.829
3699,yrrS,0.8328
3700,yrrT,0.945
3701,yrhA,0.7779
3702,ysxD,1.05
3703,hemX,0.921
3704,hemD,0.8281
3705,hemL,1.02
3706,ysxE,0.7532
3707,yrhD,0.7911
3708,yrhG,0.94
3709,yrhH,0.8127
3710,yrhK,0.0
3711,yrhM,0.0
3712,yrhO,1.01
3713,ilvB,1.38
3714,ilvC,0.9006
3715,leuB,1.18
3716,leuD,1.19
3717,tig,1.01
3718,lonB,0.8221
3719,yrrN,0.9153
3720,udk,0.755
3721,yrrR,0.991
3722,yrzA,0.8274
3723,yrrU,1.05
3724,yrhB,0.9776
3725,ysxC,1.31
3726,hemA,1.18
3727,hemC,1.01
3728,hemB,1.0
3729,spoVID,0.855
3730,yrhF,1.11
3731,yrzI,0.0
3732,yrhI,0.0
3733,yrhL,0.0
3734,sigV,0.0
3735,levD,0.0
3736,ytsC,1.06
3737,yttA,1.2
3738,ytvA,0.0
3739,leuS,0.9057
3740,melA,0.0
3741,amyD,0.0
3742,ytmJ,0.9641
3743,ytmL,0.0
3744,hisP,0.0
3745,ytnJ,0.0
3746,hipO,0.0
3747,ytqI,1.06
3748,msmR,0.0
3749,bioW,1.31
3750,bioF,1.36
3751,bioB,1.38
3752,ytbQ,1.08
3753,ytcQ,0.8439
3754,ytsJ,0.9511
3755,pfk,1.03
3756,ytwI,0.8127
3757,citC,0.9892
3758,phoP,0.7996
3759,yttB,1.15
3760,ytvB,0.0
3761,ytwF,0.9903
3762,amyC,0.0
3763,msmE,1.08
3764,ytmK,0.9117
3765,ytmM,0.0
3766,ytnI,0.0
3767,ribR,0.0
3768,ytpI,1.24
3769,ytrI,0.0
3770,ytaP,0.0
3771,bioA,1.63
3772,bioD,1.52
3773,bioI,1.35
3774,ytcP,0.0
3775,ytdP,0.0
3776,yttI,1.1
3777,ytvI,0.8976
3778,citZ,1.01
3779,citH,0.9945
3780,phoR,1.03
3781,mutM,0.9611
3782,yunI,0.0
3783,yunG,0.0
3784,yunE,1.29
3785,yunC,0.8876
3786,yunA,0.0
3787,yutC,1.26
3788,yugH,0.9497
3789,yuzA,0.0
3790,yugK,0.958
3791,yugM,0.0
3792,yugO,0.0
3793,yugS,0.0
3794,yutE,0.9083
3795,yutG,0.0
3796,hom,0.5669
3797,thrB,0.6101
3798,yutI,0.9482
3799,yutJ,0.8973
3800,yugU,0.9298
3801,mcpB,0.8712
3802,mcpA,0.8804
3803,yuxG,0.0
3804,yulC,0.6719
3805,yulE,0.0
3806,yunH,0.8431
3807,yunF,0.9433
3808,yunD,0.9017
3809,yunB,0.8043
3810,yutB,0.9675
3811,yutD,0.7762
3812,yugI,0.9577
3813,yugJ,1.28
3814,pgi,1.27
3815,yugN,0.0
3816,yugP,0.0
3817,yugT,0.0
3818,yutF,0.0
3819,yutH,0.0
3820,thrC,0.8123
3821,yuxL,0.9542
3822,yuzD,0.0
3823,yuzB,0.0
3824,tgl,0.0
3825,tlpA,1.11
3826,tlpB,1.33
3827,yulB,0.0
3828,yulD,0.0
3829,yulF,1.1
3830,yvdO,1.06
3831,yvdQ,1.14
3832,yveA,0.0
3833,racX,1.05
3834,yveG,1.41
3835,slr,0.9325
3836,yvgO,1.19
3837,yvgM,0.9797
3838,yvgK,0.7839
3839,yvsG,0.9178
3840,fhuD,1.33
3841,fhuG,1.01
3842,yveN,0.9207
3843,yveP,0.9625
3844,yveR,0.7126
3845,yveT,0.7641
3846,yvfB,0.8963
3847,yvfF,0.8554
3848,yvrP,1.35
3849,yvrN,1.14
3850,yvrL,0.9751
3851,yvrI,0.8519
3852,yvrG,1.03
3853,yvrD,1.08
3854,yvdP,0.9488
3855,yvdT,0.8499
3856,pbpE,1.14
3857,yveF,0.9744
3858,padC,0.0
3859,yveL,0.9767
3860,yvgN,1.53
3861,yvgL,1.02
3862,yvgJ,0.0
3863,yvsH,1.25
3864,fhuB,1.37
3865,fhuC,1.22
3866,yveO,1.01
3867,yveQ,1.04
3868,yveS,0.9975
3869,yvfA,0.9048
3870,yvfD,0.9246
3871,yvfG,0.8849
3872,yvrO,1.34
3873,yvrM,1.34
3874,yvrK,0.0
3875,yvrH,1.26
3876,yvrE,1.19
3877,yvrC,0.9079
3878,mta,0.0
3879,ywnF,0.0
3880,spoIIQ,1.06
3881,ywoA,1.12
3882,nrgA,0.9071
3883,ywoC,1.15
3884,tuaF,0.0
3885,tuaH,0.9589
3886,yvhJ,1.19
3887,degS,0.9131
3888,comFA,1.15
3889,comFC,1.08
3890,ywoE,0.9322
3891,ywoG,0.93
3892,usd,0.9878
3893,mbl,1.09
3894,flhP,0.8505
3895,ywpB,0.9997
3896,flgM,0.973
3897,flgK,1.19
3898,yviE,1.01
3899,csrA,1.05
3900,yvyC,1.27
3901,fliS,0.9178
3902,ywnE,1.08
3903,ywnH,1.11
3904,ywnJ,0.9199
3905,nrgB,0.981
3906,ywoB,1.03
3907,ywoD,0.9813
3908,tuaG,0.8691
3909,tagO,0.961
3910,yvyE,1.31
3911,yviA,1.02
3912,comFB,1.16
3913,yvyF,1.05
3914,ywoF,1.12
3915,ywoH,0.0
3916,spoIIID,0.0
3917,flhO,0.8969
3918,rapD,1.25
3919,ywpC,0.9133
3920,yvyG,1.08
3921,flgL,1.19
3922,yviF,1.13
3923,hag,1.17
3924,fliD,1.07
3925,fliT,1.03
3926,katX,0.0
3927,yxzF,0.0
3928,licB,0.0
3929,licA,1.18
3930,ywaA,1.11
3931,dltD,1.22
3932,ywfN,0.0
3933,ywfO,1.04
3934,ywgB,0.9615
3935,thrZ,0.5198
3936,ywhB,0.6563
3937,ywhD,0.5582
3938,dltB,1.28
3939,ywaB,1.07
3940,ywaD,0.9004
3941,ywaE,0.9982
3942,gspA,2.17
3943,sacX,1.05
3944,ywhF,1.09
3945,ywhH,1.14
3946,rapF,1.54
3947,ywhL,0.85
3948,ywhN,0.9965
3949,ywhP,1.05
3950,yxlJ,0.9349
3951,licR,1.11
3952,licC,0.8343
3953,licH,0.8655
3954,dltE,1.3
3955,dltC,1.18
3956,ywzC,1.15
3957,ywgA,1.05
3958,mmr,1.02
3959,ywhA,0.5623
3960,ywhC,0.6883
3961,ywhE,0.0
3962,dltA,1.54
3963,ywaC,0.7806
3964,tyrZ,1.09
3965,ywaF,1.32
3966,sacY,1.27
3967,epr,1.14
3968,ywhG,0.953
3969,phrF,1.49
3970,ywhK,1.23
3971,ywhM,0.0
3972,ywhO,1.08
3973,ywhQ,1.01
3974,yybK,0.0
3975,yybM,1.58
3976,yybO,1.13
3977,yybQ,0.9014
3978,cotF,0.0
3979,yybT,1.0
3980,yxdM,0.9786
3981,yxeB,1.33
3982,yxeD,0.0
3983,yxeG,0.8527
3984,yxeI,0.0
3985,yxeK,1.06
3986,yycA,1.01
3987,yycC,1.11
3988,yycD,0.0
3989,yycE,1.08
3990,yycF,0.8995
3991,yycH,0.9557
3992,yxeM,1.04
3993,yxeO,1.07
3994,yxeQ,0.8896
3995,yxxB,0.6898
3996,nupC,0.7958
3997,hutM,1.07
3998,yybL,0.0
3999,yybN,1.45
4000,yybP,0.6807
4001,yybR,0.9419
4002,yybS,1.25
4003,rplI,0.84
4004,yxeA,0.0
4005,yxeC,1.38
4006,yxeE,1.01
4007,yxeH,1.07
4008,yxeJ,0.0
4009,yxeL,1.25
4010,yycB,1.07
4011,yyzB,0.0
4012,dnaC,1.54
4013,purA,0.8325
4014,yycG,1.07
4015,yycI,1.04
4016,yxeN,1.45
4017,yxeP,1.12
4018,yxeR,1.06
4019,deoR,1.2
4020,pdp,0.9185
4021,hutG,0.0
4022,lysS,1.4
4023,mfd,1.24
4024,gyrA,0.9318
4025,lytA,1.16
4026,yvlD,0.888
4027,yukF,1.04
4028,rsbV,0.0
4029,ydbO,0.0
4030,ycsG,0.69
4031,phrC,1.01
4032,lmrB,0.0
4033,pcp,0.7445
4034,ytfJ,0.0
4035,ytzA,0.7888
4036,yraA,1.18
4037,yqfY,1.22
4038,yonJ,1.12
4039,yodB,1.04
4040,ycbM,0.0
4041,ybfS,0.9331
4042,ybfQ,0.8723
4043,ybeC,0.0
4044,ybdG,0.7559
4045,ybbA,1.14
4046,ftsH,1.33
4047,yabK,1.0
4048,ywjF,0.9926
4049,ywlC,1.33
4050,yveK,0.9413
4051,glgP,0.8711
4052,ydcA,0.8714
4053,ycnB,0.9038
4054,yceH,0.9599
4055,ycbU,1.08
4056,ycbR,1.01
4057,accA,1.05
4058,yrhP,0.0
4059,yqbO,0.0
4060,ypqA,0.0
4061,yosW,0.0
4062,ppsD,1.2
4063,ycbC,0.0
4064,gltP,1.15
4065,mpr,1.08
4066,ybdN,1.4
4067,ybdB,0.0
4068,yabE,1.4
4069,yaaG,1.14
4070,yisD,0.0
4071,yhjP,1.05
4072,yhfR,0.8053
4073,yheH,0.855
4074,yfhQ,1.08
4075,ydcI,0.9487
4076,dnaN,0.8658
4077,srfAB,0.0
4078,opuAA,1.14
4079,ybdO,1.13
4080,yabN,0.9252
4081,asnH,3.37
4082,ywbN,1.28
4083,yaaF,1.15
4084,addB,0.996
4085,yhjB,1.28
4086,yheC,0.0
4087,yheL,1.02
4088,yesN,0.0
4089,yclF,0.9856
4090,dnaA,1.55
4091,amhX,1.27
4092,ycbT,0.0
4093,feuC,0.0
4094,gidA,1.19
4095,yxnB,3.14
4096,spsF,0.0
